Sector,CEO_Gender,Size,Security_Invest,Security_Breach_Att,Succ_Sec_Breaches,Sec_Rating,CEO_Sec_Exp,LOT_in_Business,Stock_Market
Banking,Male,Small,19,17,2,High,Medium,5,Yes
Banking,Female,Medium,16,17,3,Low,Low,24,No
Health Care,Female,Medium,41,55,20,Medium,High,7,Yes
Hospitality,Male,Large,90,21,7,Low,Medium,8,Yes
Health Care,Female,Large,63,43,14,High,Medium,23,No
Banking,Male,Small,22,14,2,Low,High,20,No
Banking,Male,Medium,20,8,1,Low,Low,15,Yes
Health Care,Female,Small,31,37,12,Medium,Medium,14,No
Health Care,Male,Large,39,25,13,Medium,Low,6,Yes
Hospitality,Male,Medium,98,24,14,High,High,16,Yes
Health Care,Male,Large,52,37,15,High,Medium,24,Yes
Health Care,Female,Large,66,37,17,High,High,2,No
Health Care,Male,Medium,112,51,13,High,Low,1,Yes
Hospitality,Female,Large,83,87,26,High,Low,1,No
Hospitality,Male,Medium,355,97,30,High,Low,17,Yes
Hospitality,Female,Medium,277,35,18,Low,Low,12,Yes
Health Care,Male,Large,86,46,16,Medium,Low,21,No
Health Care,Male,Medium,29,55,15,High,High,2,No
Health Care,Female,Small,38,18,4,High,Low,14,Yes
Hospitality,Male,Small,54,246,115,High,Low,16,Yes
Hospitality,Male,Large,189,45,14,Low,Low,21,No
Hospitality,Male,Small,78,234,93,Medium,Medium,16,Yes
Banking,Female,Large,43,10,1,Low,High,2,Yes
Banking,Female,Small,47,11,3,High,Low,21,No
Banking,Male,Small,39,11,2,Medium,Medium,9,No
Hospitality,Male,Small,91,252,115,Low,Low,23,Yes
Banking,Male,Large,13,14,1,Medium,Low,22,No
Banking,Male,Large,59,21,2,High,High,5,No
Banking,Female,Small,48,11,2,High,Low,22,No
Banking,Male,Large,10,18,2,Low,Medium,2,Yes
Hospitality,Female,Medium,141,212,101,Medium,High,11,Yes
Banking,Female,Large,10,19,2,High,High,23,Yes
Hospitality,Male,Medium,366,215,119,Low,High,25,Yes
Banking,Female,Medium,12,11,2,Medium,High,14,No
Hospitality,Female,Small,57,307,179,Medium,High,9,Yes
Banking,Male,Large,12,9,1,Medium,Medium,13,No
Banking,Female,Large,32,19,3,Low,Low,8,Yes
Hospitality,Male,Medium,396,33,10,High,Low,21,Yes
Banking,Female,Large,15,10,1,Medium,Low,19,Yes
Banking,Female,Large,30,9,1,Medium,High,15,No
Health Care,Male,Small,29,56,14,High,High,7,No
Banking,Female,Medium,17,14,3,Medium,High,6,No
Banking,Male,Medium,11,7,0,High,Low,24,Yes
Hospitality,Male,Small,29,95,31,High,High,10,Yes
Hospitality,Male,Small,125,169,84,Low,High,5,Yes
Health Care,Male,Large,43,30,12,High,High,7,No
Banking,Female,Small,16,14,3,Medium,Medium,18,No
Hospitality,Female,Small,80,193,93,Low,Low,6,Yes
Hospitality,Male,Large,199,67,36,High,Medium,23,Yes
Banking,Male,Small,36,10,2,High,High,1,No
Hospitality,Male,Medium,165,142,72,Low,Medium,17,No
Health Care,Female,Large,71,55,24,High,Low,13,Yes
Health Care,Male,Small,31,37,17,High,Low,7,Yes
Health Care,Male,Large,43,34,14,High,Medium,1,Yes
Banking,Male,Small,20,9,1,Low,High,16,Yes
Banking,Female,Medium,23,13,2,Low,Medium,25,Yes
Health Care,Female,Large,72,53,21,Medium,High,4,Yes
Hospitality,Male,Small,48,156,70,High,Low,19,No
Hospitality,Female,Large,182,40,18,Medium,Medium,22,Yes
Hospitality,Male,Large,219,71,30,Medium,Medium,15,Yes
Banking,Male,Large,18,12,2,Medium,Medium,1,No
Hospitality,Female,Large,191,70,25,Medium,High,12,No
Health Care,Male,Small,30,60,12,Medium,Low,21,No
Banking,Male,Large,24,8,1,Low,High,16,Yes
Banking,Male,Medium,21,6,1,Low,Low,8,No
Health Care,Male,Large,71,40,14,Low,Medium,5,No
Health Care,Male,Large,55,26,7,Medium,High,23,No
Banking,Female,Medium,13,19,4,High,High,1,Yes
Hospitality,Male,Large,110,43,17,Low,High,18,No
Banking,Female,Large,50,19,2,Low,High,22,No
Health Care,Female,Medium,13,30,11,Medium,Medium,11,Yes
Hospitality,Female,Small,91,281,97,Low,Low,13,Yes
Health Care,Male,Large,69,45,21,Low,High,20,No
Hospitality,Male,Large,118,53,25,Medium,Medium,24,Yes
Banking,Female,Large,29,15,2,Low,Low,10,No
Health Care,Male,Medium,115,28,7,Low,Low,3,No
Banking,Male,Medium,24,23,2,High,High,5,Yes
Hospitality,Male,Small,82,111,39,Medium,Low,17,Yes
Hospitality,Female,Large,84,43,18,Low,Medium,5,Yes
Hospitality,Female,Large,103,90,28,Medium,Low,15,Yes
Hospitality,Male,Medium,246,251,101,Medium,High,13,Yes
Banking,Male,Small,15,19,2,Medium,High,6,Yes
Health Care,Male,Small,28,50,13,Medium,Medium,3,No
Health Care,Male,Large,65,46,24,Medium,Medium,1,Yes
Hospitality,Female,Medium,167,196,72,Low,High,22,Yes
Banking,Female,Medium,25,12,1,Medium,Medium,16,Yes
Hospitality,Female,Small,49,84,37,Low,Low,2,Yes
Banking,Female,Medium,15,24,5,Low,Medium,15,No
Health Care,Male,Small,40,19,7,High,Medium,15,Yes
Banking,Male,Small,38,10,2,Low,High,7,No
Health Care,Male,Small,29,18,8,Medium,High,5,Yes
Health Care,Male,Large,89,54,21,Low,Low,9,Yes
Hospitality,Male,Medium,242,94,34,Low,High,20,Yes
Banking,Male,Medium,15,10,1,Low,Low,25,Yes
Banking,Male,Large,69,16,2,High,Medium,22,No
Hospitality,Male,Large,106,53,21,Low,High,3,Yes
Health Care,Male,Large,39,41,19,Low,High,17,Yes
Banking,Male,Medium,22,13,2,High,Medium,21,Yes
Banking,Male,Medium,25,24,5,Low,Medium,24,No
Hospitality,Male,Small,70,199,83,Medium,Medium,18,Yes
Health Care,Male,Medium,130,44,14,Medium,Medium,9,Yes
Hospitality,Male,Large,221,41,23,Medium,Medium,25,Yes
Health Care,Female,Medium,32,50,25,Medium,Medium,9,No
Banking,Male,Small,23,13,3,Medium,High,8,Yes
Hospitality,Male,Small,62,265,92,Low,Low,24,Yes
Health Care,Female,Medium,13,15,7,Low,Low,21,Yes
Banking,Male,Large,35,19,2,Low,High,18,Yes
Health Care,Male,Small,34,48,13,Low,High,22,Yes
Health Care,Male,Large,76,48,15,High,Medium,25,Yes
Banking,Female,Large,79,15,2,Medium,Medium,3,No
Hospitality,Male,Small,130,97,53,High,Medium,15,Yes
Hospitality,Male,Large,88,53,17,Low,Medium,19,Yes
Banking,Female,Large,42,17,2,High,Medium,3,No
Hospitality,Male,Small,89,171,84,Low,Medium,22,Yes
Banking,Male,Large,24,17,3,Low,Low,25,No
Health Care,Male,Small,25,24,7,High,High,23,Yes
Banking,Female,Medium,11,19,3,High,High,24,Yes
Hospitality,Male,Large,224,61,27,High,Medium,4,Yes
Banking,Female,Small,49,14,3,Low,Medium,8,No
Hospitality,Male,Large,148,72,30,High,Low,7,Yes
Hospitality,Male,Large,82,48,26,Low,Medium,18,Yes
Health Care,Female,Large,55,48,24,High,Low,21,Yes
Health Care,Male,Large,53,42,17,Low,Medium,21,Yes
Hospitality,Male,Small,20,200,82,Medium,Low,1,Yes
Health Care,Female,Small,32,37,13,High,Medium,6,No
Hospitality,Male,Small,55,218,65,Low,Medium,15,Yes
Banking,Male,Medium,25,20,2,Low,High,12,Yes
Banking,Female,Large,77,22,2,High,Medium,13,No
Banking,Male,Medium,12,18,2,Medium,Medium,17,No
Hospitality,Female,Small,67,101,38,Low,High,18,Yes
Hospitality,Male,Large,86,22,8,Medium,High,7,Yes
Hospitality,Male,Small,41,90,52,High,High,8,No
Hospitality,Male,Large,100,22,12,High,Low,25,Yes
Banking,Female,Large,40,12,1,High,Medium,18,Yes
Hospitality,Male,Large,107,21,6,Low,High,2,No
Health Care,Male,Medium,66,39,21,Medium,Medium,1,No
Health Care,Male,Small,29,29,8,Low,High,5,No
Health Care,Female,Medium,100,59,31,Medium,Low,3,No
Hospitality,Male,Medium,148,230,139,Medium,Low,2,Yes
Hospitality,Female,Medium,230,56,29,Low,Medium,23,Yes
Banking,Male,Medium,15,9,0,Low,Medium,25,No
Banking,Male,Large,24,19,2,Low,Low,8,Yes
Hospitality,Female,Large,100,26,13,Medium,High,20,Yes
Hospitality,Male,Large,95,56,20,High,High,3,No
Health Care,Male,Large,75,46,25,Low,Low,6,Yes
Hospitality,Male,Small,49,316,112,Medium,High,8,No
Banking,Female,Medium,11,19,2,Medium,High,22,Yes
Banking,Female,Medium,11,23,4,Low,Medium,9,No
Banking,Female,Large,83,15,1,High,High,25,Yes
Banking,Male,Medium,14,7,1,Low,Low,25,No
Health Care,Female,Small,28,51,19,High,High,14,Yes
Banking,Female,Medium,11,6,0,Low,Low,6,Yes
Banking,Male,Small,49,12,2,Low,High,11,No
Health Care,Male,Large,39,36,17,Medium,Medium,10,No
Banking,Male,Large,76,13,1,High,High,4,No
Hospitality,Male,Small,96,181,107,Medium,High,15,Yes
Hospitality,Male,Medium,419,250,90,Low,High,15,Yes
Hospitality,Male,Large,131,26,9,Medium,High,14,Yes
Banking,Male,Medium,22,10,1,Medium,Low,3,No
Health Care,Male,Small,32,38,8,Medium,Medium,20,Yes
Health Care,Female,Large,76,25,10,High,Low,13,Yes
Banking,Male,Medium,23,5,0,Low,Medium,4,No
Health Care,Female,Large,41,34,17,High,Low,7,Yes
Health Care,Male,Medium,32,37,15,Low,High,1,No
Health Care,Female,Small,40,57,12,Low,Medium,7,No
Health Care,Female,Medium,132,34,15,High,Low,17,Yes
Banking,Male,Small,20,15,2,Low,Medium,24,No
Banking,Female,Medium,25,17,3,Medium,Medium,13,No
Hospitality,Female,Large,136,48,24,High,High,13,No
Banking,Female,Medium,18,21,4,Low,Low,22,Yes
Health Care,Male,Large,81,38,20,High,Low,6,Yes
Banking,Male,Large,12,10,1,Low,Medium,1,No
Banking,Female,Medium,15,15,1,Medium,High,25,No
Hospitality,Female,Small,53,209,75,High,Low,16,Yes
Health Care,Male,Large,44,33,14,High,Medium,12,Yes
Health Care,Male,Medium,53,13,6,Medium,Low,17,No
Health Care,Male,Large,43,53,17,Low,Medium,8,Yes
Hospitality,Male,Medium,286,90,35,High,High,15,No
Health Care,Male,Large,89,30,17,Low,Medium,19,Yes
Banking,Female,Small,17,10,1,Medium,Medium,18,Yes
Banking,Male,Medium,19,7,1,Low,Medium,6,No
Banking,Female,Medium,14,24,4,Low,High,19,No
Hospitality,Female,Large,82,77,38,High,High,24,Yes
Banking,Female,Medium,17,10,1,High,Medium,14,No
Banking,Female,Medium,23,8,0,Low,Low,4,Yes
Banking,Female,Medium,18,17,3,Medium,Low,11,No
Hospitality,Female,Medium,305,76,29,Medium,High,13,Yes
Hospitality,Female,Large,201,75,40,Medium,Low,2,No
Banking,Male,Small,22,19,4,High,Medium,17,No
Hospitality,Male,Large,170,78,43,High,Low,20,Yes
Health Care,Male,Medium,125,38,14,Medium,Medium,20,Yes
Hospitality,Female,Small,121,205,90,Medium,High,9,Yes
Hospitality,Male,Medium,415,288,184,Low,Low,2,Yes
Health Care,Male,Medium,28,24,10,High,Low,2,Yes
Banking,Male,Small,47,19,2,Medium,Low,18,Yes
Health Care,Male,Medium,26,39,14,Medium,Low,2,No
Health Care,Female,Small,25,35,13,Low,Low,21,No
Hospitality,Female,Small,88,198,104,Low,Medium,4,Yes
Hospitality,Male,Large,209,34,17,Low,High,13,Yes
Hospitality,Male,Small,64,120,53,Medium,Low,13,Yes
Health Care,Female,Large,40,54,19,Low,Medium,14,Yes
Health Care,Male,Medium,39,50,19,Medium,High,6,Yes
Banking,Male,Large,49,15,2,High,High,14,Yes
Banking,Male,Small,26,11,1,Medium,High,13,No
Hospitality,Female,Medium,79,126,41,Medium,Medium,3,Yes
Banking,Male,Large,79,21,3,Medium,High,14,Yes
Hospitality,Male,Large,189,69,26,Low,Low,17,No
Banking,Female,Medium,25,7,0,High,Medium,14,No
Hospitality,Male,Large,197,58,27,High,High,13,Yes
Banking,Female,Medium,20,6,1,High,High,10,Yes
Health Care,Male,Medium,111,62,30,High,Medium,13,Yes
Banking,Male,Large,48,21,2,High,Low,22,Yes
Banking,Female,Small,30,9,2,Medium,High,20,No
Hospitality,Female,Large,209,75,25,Low,High,22,No
Hospitality,Male,Small,128,185,57,Low,Low,14,Yes
Hospitality,Female,Medium,213,272,125,High,Medium,16,Yes
Health Care,Male,Medium,98,23,7,Medium,Low,15,Yes
Health Care,Female,Large,36,25,10,High,High,23,No
Health Care,Male,Large,65,47,16,Medium,High,3,Yes
Banking,Male,Large,47,8,0,Low,High,1,Yes
Hospitality,Male,Large,114,60,33,High,High,18,Yes
Hospitality,Male,Large,100,79,29,Low,High,10,No
Hospitality,Male,Medium,332,227,116,High,Medium,9,Yes
Banking,Female,Medium,17,8,1,Medium,High,5,No
Banking,Male,Medium,24,15,2,Medium,Medium,12,No
Hospitality,Male,Large,107,67,24,Low,Low,24,No
Hospitality,Female,Medium,318,288,93,Low,Medium,13,Yes
Banking,Male,Medium,21,6,0,Low,Low,14,No
Health Care,Male,Large,84,36,17,Low,Medium,9,No
Hospitality,Male,Large,113,38,17,Medium,High,24,Yes
Hospitality,Female,Medium,71,266,83,Medium,Medium,10,Yes
Hospitality,Female,Large,84,50,20,High,Low,1,Yes
Hospitality,Male,Large,209,66,35,Medium,High,20,Yes
Banking,Male,Small,22,18,4,Medium,Medium,17,No
Banking,Female,Small,50,12,3,Medium,Medium,14,Yes
Banking,Male,Small,49,8,1,High,High,15,Yes
Health Care,Female,Small,37,45,17,High,Medium,6,No
Hospitality,Male,Large,175,20,7,Medium,Medium,1,Yes
Hospitality,Female,Large,166,72,22,Medium,Medium,5,Yes
Banking,Female,Large,22,8,1,Low,High,11,No
Hospitality,Female,Medium,449,282,153,Medium,Medium,18,Yes
Banking,Female,Small,37,16,1,High,Low,10,No
Health Care,Male,Large,89,40,19,Medium,Medium,18,No
Health Care,Male,Small,30,29,10,High,Medium,21,Yes
Hospitality,Male,Small,67,96,42,Low,High,22,Yes
Banking,Female,Small,32,11,1,Low,High,24,No
Banking,Female,Small,42,14,1,High,Low,17,No
Hospitality,Male,Small,46,117,60,High,High,17,Yes
Banking,Male,Large,78,17,1,High,Low,15,Yes
Hospitality,Male,Large,134,60,33,High,Medium,4,Yes
Banking,Male,Small,24,15,2,Low,Low,12,Yes
Banking,Male,Medium,22,5,0,Low,Low,20,No
Banking,Female,Large,69,10,1,High,Low,10,No
Hospitality,Female,Small,93,241,121,Low,Medium,25,No
Hospitality,Male,Large,218,77,45,Low,High,18,Yes
Health Care,Female,Medium,78,13,5,Medium,High,1,No
Banking,Female,Medium,13,21,3,Low,Medium,21,No
Hospitality,Male,Small,30,142,74,Medium,Low,16,Yes
Banking,Male,Large,23,17,2,Medium,Medium,9,No
Banking,Male,Large,25,16,2,High,Medium,11,Yes
Hospitality,Male,Large,220,51,29,Low,High,19,Yes
Banking,Female,Large,81,8,1,Low,Low,25,Yes
Banking,Male,Medium,18,12,2,Medium,High,19,No
Health Care,Female,Small,27,36,15,Low,High,10,Yes
Banking,Male,Small,45,17,3,High,Medium,23,Yes
Banking,Male,Small,28,8,0,Medium,High,15,Yes
Health Care,Male,Medium,144,61,24,Medium,Medium,3,No
Hospitality,Female,Large,206,37,20,Low,Low,6,Yes
Banking,Male,Medium,20,11,2,Medium,Medium,6,Yes
Hospitality,Male,Small,47,90,40,Medium,High,1,Yes
Hospitality,Male,Small,81,215,85,Low,Low,14,Yes
Banking,Male,Small,43,17,3,Medium,High,15,No
Banking,Male,Medium,14,19,3,Low,Low,1,Yes
Banking,Female,Medium,14,21,2,Medium,Medium,19,Yes
Health Care,Female,Large,58,35,13,Medium,Low,12,No
Hospitality,Male,Small,100,140,55,High,Medium,20,Yes
Hospitality,Male,Small,102,251,130,Medium,Low,13,Yes
Banking,Female,Medium,21,21,3,Medium,High,11,No
Health Care,Female,Large,62,26,13,Medium,High,4,Yes
Hospitality,Female,Small,62,176,58,Low,Medium,6,Yes
Banking,Male,Medium,22,15,3,High,High,16,Yes
Hospitality,Male,Small,55,247,108,Low,Medium,17,Yes
Banking,Male,Small,48,17,2,Medium,Medium,22,Yes
Health Care,Male,Large,40,50,18,Medium,Medium,16,No
Banking,Male,Small,45,10,2,Low,High,4,Yes
Health Care,Female,Large,68,34,16,Low,Medium,19,Yes
Hospitality,Male,Medium,57,322,194,Low,High,12,Yes
Hospitality,Male,Large,94,35,13,High,Low,23,Yes
Banking,Male,Large,39,17,2,High,High,4,Yes
Hospitality,Female,Medium,191,99,46,High,High,3,Yes
Hospitality,Female,Small,64,117,51,Medium,Medium,23,Yes
Hospitality,Male,Small,129,208,120,High,Medium,11,Yes
Health Care,Male,Large,81,35,11,Low,High,24,No
Health Care,Male,Medium,50,30,12,Low,Medium,6,Yes
Hospitality,Female,Medium,179,191,119,Medium,High,8,No
Hospitality,Male,Small,95,205,115,High,Medium,13,Yes
Hospitality,Female,Large,206,77,34,High,High,8,Yes
Health Care,Male,Small,32,59,13,High,Medium,4,No
Banking,Male,Small,21,18,3,Medium,Low,22,No
Health Care,Male,Large,86,47,21,High,Medium,9,Yes
Health Care,Female,Small,33,59,21,High,Medium,15,No
Health Care,Male,Small,27,37,7,Medium,Low,14,Yes
Banking,Male,Medium,12,21,4,High,Medium,25,Yes
Banking,Male,Medium,22,20,2,Medium,High,1,No
Health Care,Male,Medium,29,41,19,Medium,High,4,No
Banking,Male,Medium,13,18,4,High,High,17,Yes
Hospitality,Male,Small,114,114,59,Low,High,3,No
Hospitality,Male,Large,181,27,11,High,High,19,Yes
Hospitality,Female,Medium,448,299,133,High,Medium,7,Yes
Banking,Male,Small,15,10,2,Low,High,19,No
Health Care,Male,Medium,47,53,14,High,High,21,No
Health Care,Female,Large,90,29,13,Low,Medium,19,No
Banking,Male,Small,33,14,2,Medium,Low,7,No
Hospitality,Female,Medium,228,305,92,High,High,20,Yes
Hospitality,Male,Large,131,58,18,Low,Medium,17,Yes
Banking,Female,Small,32,15,3,High,High,12,Yes
Hospitality,Male,Medium,65,121,67,Medium,High,10,Yes
Banking,Male,Small,40,12,1,Low,High,6,No
Banking,Female,Large,63,14,1,Medium,Low,18,Yes
Hospitality,Male,Medium,167,205,84,High,Medium,10,Yes
Hospitality,Female,Large,182,38,22,Low,Low,6,Yes
Health Care,Female,Medium,77,16,4,Low,High,22,Yes
Banking,Male,Large,25,12,2,Low,High,22,No
Hospitality,Male,Small,79,217,90,Medium,Medium,15,Yes
Hospitality,Female,Large,190,71,35,Low,Low,25,No
Banking,Male,Small,48,10,2,Low,Medium,19,No
Banking,Male,Medium,16,22,5,High,High,25,No
Health Care,Male,Large,42,43,25,Low,High,6,Yes
Banking,Female,Medium,11,5,0,Low,Medium,22,No
Health Care,Male,Small,29,27,8,Low,Medium,11,Yes
Hospitality,Female,Large,127,33,14,Low,Low,2,Yes
Hospitality,Male,Medium,443,312,158,High,Medium,2,Yes
Hospitality,Male,Medium,84,145,76,Low,Medium,13,Yes
Health Care,Male,Medium,55,65,27,Low,Low,24,Yes
Hospitality,Female,Large,219,54,30,Medium,Low,14,No
Health Care,Male,Large,81,52,22,High,Low,13,Yes
Banking,Female,Small,28,18,4,Low,High,14,Yes
Hospitality,Female,Small,23,168,100,High,High,15,Yes
Health Care,Male,Large,63,48,28,Low,Low,17,No
Health Care,Female,Large,40,54,24,Medium,Medium,11,No
Health Care,Female,Medium,83,27,10,Low,High,13,No
Hospitality,Male,Medium,204,324,171,Medium,High,23,Yes
Banking,Male,Medium,22,11,2,Medium,Low,24,Yes
Banking,Female,Medium,15,14,3,High,Medium,13,No
Hospitality,Female,Small,130,230,94,Low,Low,14,Yes
Health Care,Female,Small,32,58,26,Low,High,6,Yes
Banking,Male,Small,50,13,3,Medium,Low,1,Yes
Health Care,Male,Small,39,16,6,High,Medium,11,Yes
Health Care,Male,Small,38,28,7,High,Medium,7,No
Banking,Male,Large,76,22,2,Low,High,7,Yes
Hospitality,Male,Large,153,33,13,Low,Low,25,Yes
Hospitality,Female,Small,86,91,44,Low,Medium,2,No
Hospitality,Male,Small,94,127,68,Low,Medium,2,Yes
Health Care,Female,Large,80,49,22,Medium,Medium,21,Yes
Health Care,Male,Medium,50,18,4,High,Medium,18,Yes
Hospitality,Male,Medium,286,286,178,High,High,21,No
Health Care,Male,Large,74,43,18,High,High,4,No
Hospitality,Male,Medium,391,184,98,High,Medium,5,No
Hospitality,Female,Medium,109,203,65,Medium,Low,10,Yes
Hospitality,Male,Large,107,21,6,Low,Medium,3,No
Health Care,Female,Medium,46,13,6,Medium,Low,11,No
Hospitality,Male,Medium,77,317,169,Low,High,9,Yes
Hospitality,Female,Large,200,88,47,Medium,Low,1,Yes
Health Care,Male,Large,50,48,18,High,High,2,No
Hospitality,Male,Large,95,69,21,Low,Low,22,No
Banking,Male,Medium,17,13,2,Medium,Low,23,Yes
Hospitality,Male,Large,154,86,30,High,Low,16,Yes
Hospitality,Female,Large,133,80,32,High,High,15,Yes
Health Care,Male,Large,55,33,18,Low,Low,5,No
Hospitality,Male,Large,101,67,23,High,Medium,17,Yes
Banking,Male,Medium,17,21,3,High,High,1,Yes
Health Care,Female,Medium,85,23,5,Low,Low,4,Yes
Health Care,Male,Medium,101,39,19,High,Low,14,Yes
Banking,Male,Large,39,19,2,Low,Medium,12,Yes
Banking,Male,Small,48,9,1,Medium,Low,20,Yes
Health Care,Female,Small,26,43,12,Low,Low,17,Yes
Health Care,Male,Medium,48,18,7,Low,Low,14,Yes
Banking,Female,Small,25,13,2,Medium,Medium,22,Yes
Health Care,Female,Large,55,45,18,High,High,15,No
Health Care,Male,Large,54,25,7,Medium,High,13,Yes
Banking,Male,Medium,14,25,5,High,High,6,No
Hospitality,Male,Medium,390,280,176,Low,Low,6,Yes
Banking,Male,Medium,14,24,5,Low,Medium,2,No
Health Care,Male,Medium,97,32,13,Low,High,12,Yes
Banking,Male,Large,81,8,1,High,Low,14,No
Health Care,Male,Medium,65,45,14,Low,Low,4,Yes
Banking,Male,Small,17,18,3,Low,Low,1,No
Health Care,Female,Small,39,50,10,Low,High,17,Yes
Health Care,Female,Small,37,45,10,Medium,Low,15,Yes
Hospitality,Female,Small,88,294,124,High,Medium,7,No
Banking,Male,Small,47,16,2,High,High,17,Yes
Banking,Female,Large,75,8,1,Medium,High,4,No
Banking,Male,Large,17,9,0,High,Medium,1,Yes
Banking,Female,Medium,14,25,3,Low,Low,10,Yes
Hospitality,Female,Medium,298,96,31,Medium,High,10,Yes
Banking,Female,Medium,25,13,2,Medium,Medium,20,Yes
Hospitality,Male,Small,86,47,17,Medium,Medium,21,Yes
Hospitality,Male,Small,24,93,51,High,High,13,Yes
Hospitality,Male,Large,210,48,15,Low,Medium,11,No
Health Care,Female,Large,80,26,9,Low,Low,10,Yes
Banking,Male,Small,24,13,1,Medium,High,17,No
Health Care,Male,Small,25,22,9,Medium,Medium,2,Yes
Health Care,Female,Small,29,46,13,Medium,Medium,12,Yes
Health Care,Female,Small,32,31,12,Medium,Medium,5,No
Health Care,Female,Large,60,43,19,Low,Low,1,Yes
Health Care,Male,Large,42,54,23,Medium,High,13,No
Hospitality,Female,Large,104,57,23,High,High,7,No
Banking,Male,Small,19,14,1,Low,High,7,No
Banking,Male,Large,48,22,3,High,High,21,Yes
Banking,Female,Small,39,10,2,High,Medium,8,No
Hospitality,Male,Medium,173,294,138,Low,High,21,Yes
Hospitality,Male,Small,30,270,85,Medium,High,4,Yes
Health Care,Male,Medium,90,20,10,Medium,Medium,16,No
Health Care,Male,Small,40,34,11,Medium,High,10,No
Health Care,Female,Large,87,37,15,Low,High,15,Yes
Banking,Male,Large,61,10,1,Low,Low,21,No
Hospitality,Female,Medium,448,291,152,Medium,Low,10,No
Banking,Female,Small,28,13,3,Medium,Medium,20,No
Hospitality,Male,Large,200,43,19,High,High,9,No
Health Care,Male,Large,77,35,15,Low,Medium,1,Yes
Hospitality,Female,Large,80,40,21,High,Medium,15,No
Health Care,Male,Small,37,41,20,Low,Low,1,No
Banking,Male,Medium,25,6,0,Low,Low,16,Yes
Hospitality,Male,Small,23,142,74,Medium,High,25,Yes
Hospitality,Female,Medium,306,232,141,High,Medium,25,Yes
Banking,Female,Medium,18,21,2,Medium,Medium,2,No
Banking,Male,Small,43,19,3,High,High,4,Yes
Health Care,Male,Large,73,31,14,Medium,High,1,Yes
Hospitality,Female,Small,43,67,32,Medium,Low,14,Yes
Hospitality,Female,Large,208,22,6,Medium,Low,14,No
Banking,Female,Medium,17,20,2,Low,Low,10,Yes
Health Care,Female,Small,35,55,22,High,Low,11,No
Health Care,Male,Large,56,32,13,Low,Low,21,Yes
Hospitality,Male,Small,46,103,55,Medium,High,23,Yes
Hospitality,Male,Large,214,34,13,High,Medium,7,Yes
Banking,Male,Medium,23,12,1,High,Medium,25,Yes
Banking,Female,Large,59,21,3,Medium,High,12,Yes
Hospitality,Male,Large,221,68,40,Low,Low,9,Yes
Hospitality,Female,Medium,193,89,27,Medium,Medium,12,Yes
Health Care,Male,Small,26,43,20,High,Medium,8,No
Hospitality,Male,Small,130,303,169,Medium,Low,4,Yes
Health Care,Female,Medium,55,34,16,Medium,High,18,No
Health Care,Female,Large,87,34,10,Medium,Medium,17,Yes
Health Care,Male,Medium,70,24,7,Low,Medium,25,Yes
Banking,Male,Small,23,19,2,High,High,9,No
Hospitality,Male,Large,141,27,9,Low,Low,13,No
Health Care,Female,Large,53,27,15,Low,Medium,12,Yes
Hospitality,Female,Small,75,117,62,Low,High,17,Yes
Banking,Female,Medium,13,22,5,High,Low,18,No
Health Care,Male,Small,26,29,10,High,High,12,No
Hospitality,Female,Small,83,93,53,Medium,Medium,8,Yes
Banking,Male,Large,44,8,1,High,Medium,16,No
Hospitality,Female,Small,38,231,93,Low,Low,4,Yes
Health Care,Male,Small,36,20,6,Low,Medium,14,Yes
Banking,Male,Large,70,13,2,Low,High,3,No
Health Care,Male,Small,27,23,4,Medium,Medium,9,Yes
Banking,Male,Medium,15,8,1,Low,Medium,23,No
Banking,Male,Medium,24,17,3,High,Low,1,No
Hospitality,Male,Medium,449,147,49,Medium,Medium,13,Yes
Hospitality,Female,Medium,71,111,47,Low,High,5,Yes
Hospitality,Male,Medium,106,301,187,High,Low,16,Yes
Hospitality,Female,Large,171,75,30,Medium,Low,19,Yes
Hospitality,Female,Small,119,240,132,Low,Medium,17,No
Health Care,Male,Large,53,45,15,Low,Low,8,No
Banking,Female,Small,23,12,3,Low,Medium,24,Yes
Banking,Male,Medium,11,20,4,Medium,Low,10,Yes
Health Care,Male,Medium,148,65,28,Low,High,11,Yes
Banking,Male,Large,33,10,1,Medium,High,16,No
Banking,Female,Small,49,13,1,Medium,Medium,11,No
Hospitality,Male,Small,73,84,25,High,Medium,24,Yes
Banking,Male,Small,17,15,2,High,High,8,Yes
Health Care,Female,Small,38,18,3,Low,Low,2,Yes
Health Care,Female,Large,64,54,19,Medium,High,11,Yes
Hospitality,Female,Large,125,55,29,High,High,10,Yes
Hospitality,Male,Small,69,124,72,Medium,Medium,4,Yes
Hospitality,Male,Medium,41,94,55,High,Low,25,Yes
Hospitality,Female,Medium,289,114,67,High,High,16,Yes
Banking,Male,Large,26,11,1,High,Medium,5,No
Banking,Female,Medium,24,5,1,High,Low,3,No
Hospitality,Female,Small,67,58,19,Medium,High,25,Yes
Health Care,Female,Small,35,30,9,Medium,High,25,Yes
Health Care,Female,Small,27,22,6,High,Low,5,Yes
Hospitality,Male,Large,85,81,41,High,High,16,No
Banking,Female,Small,32,20,4,Low,Low,22,No
Hospitality,Female,Large,157,44,24,Medium,High,5,No
Health Care,Female,Medium,50,17,4,Medium,Low,21,Yes
Health Care,Female,Medium,136,34,18,Medium,Low,13,Yes
